NMR gene name,gene_ids,Human gene stable ID,Human gene name,Mouse gene stable ID,Mouse gene name
SLC2A13,ENSHGLG00000007456,ENSG00000151229,SLC2A13,ENSMUSG00000036298,Slc2a13
ENSHGLG00000007513,ENSHGLG00000007513,,,,
ERGIC2,ENSHGLG00000007580,ENSG00000087502,ERGIC2,ENSMUSG00000030304,Ergic2
ENSHGLG00000007671,ENSHGLG00000007671,,,,
ACAA2,ENSHGLG00000008021,,,ENSMUSG00000036880,Acaa2
ENSHGLG00000008065,ENSHGLG00000008065,,,,
PKP2,ENSHGLG00000008295,ENSG00000057294,PKP2,ENSMUSG00000041957,Pkp2
ENSHGLG00000008606,ENSHGLG00000008606,,,,
SMAD2,ENSHGLG00000008711,ENSG00000175387,SMAD2,ENSMUSG00000024563,Smad2
MBD1,ENSHGLG00000008740,ENSG00000141644,MBD1,ENSMUSG00000024561,Mbd1
ENSHGLG00000008784,ENSHGLG00000008784,,,,
ME2,ENSHGLG00000008828,,,,
POLI,ENSHGLG00000008868,ENSG00000101751,POLI,ENSMUSG00000038425,Poli
ENSHGLG00000008961,ENSHGLG00000008961,,,,
SMAD7,ENSHGLG00000009069,,,,
C18orf32,ENSHGLG00000009081,,,,
C18orf54,ENSHGLG00000009092,,,,
ALG10,ENSHGLG00000009204,,,,
RPL17,ENSHGLG00000009425,,,,
ATP5A1,ENSHGLG00000009522,,,,
ENSHGLG00000009581,ENSHGLG00000009581,,,,
SIGLEC15,ENSHGLG00000009733,,,,
YARS2,ENSHGLG00000009938,ENSG00000139131,YARS2,ENSMUSG00000022792,Yars2
ENSHGLG00000009976,ENSHGLG00000009976,,,,
HDHD2,ENSHGLG00000010130,ENSG00000167220,HDHD2,ENSMUSG00000025421,Hdhd2
LIPG,ENSHGLG00000010224,,,ENSMUSG00000053846,Lipg
CCDC91,ENSHGLG00000010299,,,,
ENSHGLG00000010318,ENSHGLG00000010318,,,,
FGD4,ENSHGLG00000010358,ENSG00000139132,FGD4,ENSMUSG00000022788,Fgd4
ENSHGLG00000011442,ENSHGLG00000011442,,,,
IPO8,ENSHGLG00000011526,ENSG00000133704,IPO8,ENSMUSG00000040029,Ipo8
CXXC1,ENSHGLG00000011728,,,,
SKA1,ENSHGLG00000012193,ENSG00000154839,SKA1,ENSMUSG00000036223,Ska1
ENSHGLG00000012367,ENSHGLG00000012367,,,,
ABCD2,ENSHGLG00000012569,,,ENSMUSG00000055782,Abcd2
PTHLH,ENSHGLG00000013014,,,,
ST8SIA5,ENSHGLG00000013201,,,,
ENSHGLG00000013407,ENSHGLG00000013407,,,,
MAPK4,ENSHGLG00000013958,,,,
TMTC1,ENSHGLG00000014482,ENSG00000133687,TMTC1,ENSMUSG00000030306,Tmtc1
MRO,ENSHGLG00000014593,ENSG00000134042,MRO,ENSMUSG00000064036,Mro
SETBP1,ENSHGLG00000014671,,,,
BICD1,ENSHGLG00000014911,ENSG00000151746,BICD1,ENSMUSG00000003452,Bicd1
DYM,ENSHGLG00000015030,,,ENSMUSG00000035765,Dym
ENSHGLG00000015531,ENSHGLG00000015531,,,,
PIAS2,ENSHGLG00000015588,ENSG00000078043,PIAS2,ENSMUSG00000025423,Pias2
ENSHGLG00000016118,ENSHGLG00000016118,,,,
ENSHGLG00000016600,ENSHGLG00000016600,,,,
ENSHGLG00000017637,ENSHGLG00000017637,,,,
RNF165,ENSHGLG00000017699,,,,
C18orf25,ENSHGLG00000017704,,,,
FAR2,ENSHGLG00000017822,ENSG00000064763,FAR2,ENSMUSG00000030303,Far2
ENSHGLG00000018513,ENSHGLG00000018513,ENSG00000087470,DNM1L,ENSMUSG00000022789,Dnm1l
ENSHGLG00000018569,ENSHGLG00000018569,,,,
ENSHGLG00000020628,ENSHGLG00000020628,,,,
ENSHGLG00000020704,ENSHGLG00000020704,,,,
ENSHGLG00000002227,ENSHGLG00000002227,,,,
PDSS2,ENSHGLG00000002304,ENSG00000164494,PDSS2,ENSMUSG00000038240,Pdss2
RNF122,ENSHGLG00000002307,,,,
ASH2L,ENSHGLG00000002367,ENSG00000129691,ASH2L,ENSMUSG00000031575,Ash2l
TTI2,ENSHGLG00000002506,ENSG00000129696,TTI2,ENSMUSG00000031577,Tti2
THAP1,ENSHGLG00000002555,,,,
BEND3,ENSHGLG00000002571,ENSG00000178409,BEND3,ENSMUSG00000038214,Bend3
ENSHGLG00000002603,ENSHGLG00000002603,,,,
RNF170,ENSHGLG00000002702,,,,
CRYBG1,ENSHGLG00000002704,ENSG00000112297,CRYBG1,ENSMUSG00000019866,Crybg1
ENSHGLG00000002828,ENSHGLG00000002828,,,,
IDO2,ENSHGLG00000002830,ENSG00000188676,IDO2,ENSMUSG00000031549,Ido2
GOLGA7,ENSHGLG00000002906,,,,
MTRES1,ENSHGLG00000002930,,,,
ENSHGLG00000002946,ENSHGLG00000002946,ENSG00000118689,FOXO3,ENSMUSG00000048756,Foxo3
EIF4EBP1,ENSHGLG00000002957,ENSG00000187840,EIF4EBP1,ENSMUSG00000031490,Eif4ebp1
MAK16,ENSHGLG00000002981,ENSG00000198042,MAK16,ENSMUSG00000031578,Mak16
ADRB3,ENSHGLG00000002989,ENSG00000188778,ADRB3,ENSMUSG00000031489,Adrb3
ENSHGLG00000002990,ENSHGLG00000002990,,,,
IKBKB,ENSHGLG00000002996,ENSG00000104365,IKBKB,ENSMUSG00000031537,Ikbkb
WHSC1L1,ENSHGLG00000003037,ENSG00000147548,NSD3,ENSMUSG00000054823,Nsd3
SFRP1,ENSHGLG00000003041,,,,
ANK1,ENSHGLG00000003086,ENSG00000029534,ANK1,ENSMUSG00000031543,Ank1
HOOK3,ENSHGLG00000003116,,,ENSMUSG00000037234,Hook3
CD24,ENSHGLG00000003147,,,,
FUT10,ENSHGLG00000003149,,,ENSMUSG00000046152,Fut10
ENSHGLG00000003171,ENSHGLG00000003171,ENSG00000156675,RAB11FIP1,ENSMUSG00000031488,Rab11fip1
IDO1,ENSHGLG00000003174,ENSG00000131203,IDO1,ENSMUSG00000031551,Ido1
LACE1,ENSHGLG00000003193,ENSG00000135537,AFG1L,ENSMUSG00000038302,Afg1l
ENSHGLG00000003216,ENSHGLG00000003216,,,,
ENSHGLG00000003239,ENSHGLG00000003239,,,,
ZMAT4,ENSHGLG00000003246,,,ENSMUSG00000037492,Zmat4
SNX3,ENSHGLG00000003277,ENSG00000112335,SNX3,,
QRSL1,ENSHGLG00000003294,ENSG00000130348,QRSL1,ENSMUSG00000019863,Qrsl1
ENSHGLG00000003334,ENSHGLG00000003334,,,,
ENSHGLG00000003345,ENSHGLG00000003345,,,,
ENSHGLG00000003390,ENSHGLG00000003390,,,,
PPAPDC1B,ENSHGLG00000003435,ENSG00000147535,PLPP5,ENSMUSG00000031570,Plpp5
ENSHGLG00000003479,ENSHGLG00000003479,,,,
ENSHGLG00000003519,ENSHGLG00000003519,,,,
PLAT,ENSHGLG00000003529,ENSG00000104368,PLAT,ENSMUSG00000031538,Plat
ENSHGLG00000003569,ENSHGLG00000003569,,,,
DDHD2,ENSHGLG00000003583,ENSG00000085788,DDHD2,ENSMUSG00000061313,Ddhd2
WRN,ENSHGLG00000003638,ENSG00000165392,WRN,ENSMUSG00000031583,Wrn
BRF2,ENSHGLG00000003639,ENSG00000104221,BRF2,ENSMUSG00000031487,Brf2
PURG,ENSHGLG00000003706,ENSG00000172733,PURG,ENSMUSG00000049184,Purg
CHRNA6,ENSHGLG00000003713,,,ENSMUSG00000031491,Chrna6
NR2E1,ENSHGLG00000003792,ENSG00000112333,NR2E1,ENSMUSG00000019803,Nr2e1
ENSHGLG00000003867,ENSHGLG00000003867,,,,
AP3M2,ENSHGLG00000003868,ENSG00000070718,AP3M2,ENSMUSG00000031539,Ap3m2
ADGRA2,ENSHGLG00000003938,ENSG00000020181,ADGRA2,ENSMUSG00000031486,Adgra2
KAT6A,ENSHGLG00000003976,ENSG00000083168,KAT6A,ENSMUSG00000031540,Kat6a
ATG5,ENSHGLG00000003994,ENSG00000057663,ATG5,ENSMUSG00000038160,Atg5
ENSHGLG00000004058,ENSHGLG00000004058,,,,
ENSHGLG00000004079,ENSHGLG00000004079,,,,
BAG4,ENSHGLG00000004123,ENSG00000156735,BAG4,ENSMUSG00000037316,Bag4
ENSHGLG00000004193,ENSHGLG00000004193,,,ENSMUSG00000028287,1700009N14Rik
ENSHGLG00000004283,ENSHGLG00000004283,,,,
PPP2CB,ENSHGLG00000004398,ENSG00000104695,PPP2CB,ENSMUSG00000009630,Ppp2cb
ENSHGLG00000004478,ENSHGLG00000004478,,,,
PRDM1,ENSHGLG00000004528,,,ENSMUSG00000038151,Prdm1
NRG1,ENSHGLG00000004920,ENSG00000157168,NRG1,ENSMUSG00000062991,Nrg1
ENSHGLG00000004950,ENSHGLG00000004950,,,,
ENSHGLG00000005123,ENSHGLG00000005123,,,,
ENSHGLG00000005160,ENSHGLG00000005160,,,,
RTN4IP1,ENSHGLG00000005284,ENSG00000130347,RTN4IP1,ENSMUSG00000019864,Rtn4ip1
ADAM9,ENSHGLG00000005367,ENSG00000168615,ADAM9,ENSMUSG00000031555,Adam9
LSM1,ENSHGLG00000005711,,,,
TM2D2,ENSHGLG00000005725,,,,
STAR,ENSHGLG00000006377,,,,
HTRA4,ENSHGLG00000006390,ENSG00000169495,HTRA4,ENSMUSG00000037406,Htra4
ENSHGLG00000006497,ENSHGLG00000006497,,,,
SOBP,ENSHGLG00000006724,ENSG00000112320,SOBP,ENSMUSG00000038248,Sobp
TEX15,ENSHGLG00000007084,,,,
ENSHGLG00000007101,ENSHGLG00000007101,,,,
PLEKHA2,ENSHGLG00000007123,,,,
TACC1,ENSHGLG00000007450,ENSG00000147526,TACC1,ENSMUSG00000065954,Tacc1
ENSHGLG00000007555,ENSHGLG00000007555,,,,
ENSHGLG00000008189,ENSHGLG00000008189,,,,
ENSHGLG00000008196,ENSHGLG00000008196,,,,
GSR,ENSHGLG00000008420,ENSG00000104687,GSR,ENSMUSG00000031584,Gsr
PROSC,ENSHGLG00000008989,,,,
FGFR1,ENSHGLG00000009134,ENSG00000077782,FGFR1,ENSMUSG00000031565,Fgfr1
RPS12,ENSHGLG00000009582,,,ENSMUSG00000061983,Rps12
UNC5D,ENSHGLG00000009719,ENSG00000156687,UNC5D,ENSMUSG00000063626,Unc5d
NKX6-3,ENSHGLG00000009779,ENSG00000165066,NKX6-3,ENSMUSG00000063672,Nkx6-3
ERLIN2,ENSHGLG00000010121,,,,
AGPAT6,ENSHGLG00000010791,,,,
ZNF703,ENSHGLG00000010999,ENSG00000183779,ZNF703,ENSMUSG00000085795,Zfp703
GINS4,ENSHGLG00000011501,,,,
DUSP26,ENSHGLG00000012175,ENSG00000133878,DUSP26,ENSMUSG00000039661,Dusp26
OSTM1,ENSHGLG00000012295,ENSG00000081087,OSTM1,ENSMUSG00000038280,Ostm1
SEC63,ENSHGLG00000012594,ENSG00000025796,SEC63,ENSMUSG00000019802,Sec63
SCML4,ENSHGLG00000013722,ENSG00000146285,SCML4,ENSMUSG00000044770,Scml4
ENSHGLG00000015632,ENSHGLG00000015632,,,,
KCNU1,ENSHGLG00000015824,ENSG00000215262,KCNU1,ENSMUSG00000031576,Kcnu1
CHRNB3,ENSHGLG00000017680,,,ENSMUSG00000031492,Chrnb3
DKK4,ENSHGLG00000018668,ENSG00000104371,DKK4,ENSMUSG00000031535,Dkk4
ENSHGLG00000018684,ENSHGLG00000018684,,,,
VDAC3,ENSHGLG00000018734,ENSG00000078668,VDAC3,ENSMUSG00000008892,Vdac3
ENSHGLG00000018949,ENSHGLG00000018949,,,,
ENSHGLG00000019061,ENSHGLG00000019061,,,,
SLC20A2,ENSHGLG00000019122,,,ENSMUSG00000037656,Slc20a2
ENSHGLG00000020025,ENSHGLG00000020025,,,,
ENSHGLG00000020070,ENSHGLG00000020070,,,,
TCIM,ENSHGLG00000020415,,,,
ENSHGLG00000021161,ENSHGLG00000021161,,,,
ENSHGLG00000000836,ENSHGLG00000000836,,,,
VGLL3,ENSHGLG00000000912,ENSG00000206538,VGLL3,ENSMUSG00000091243,Vgll3
CHMP2B,ENSHGLG00000000954,ENSG00000083937,CHMP2B,ENSMUSG00000004843,Chmp2b
POU1F1,ENSHGLG00000001001,,,ENSMUSG00000004842,Pou1f1
ENSHGLG00000001030,ENSHGLG00000001030,,,,
ARL6,ENSHGLG00000001077,,,,
ENSHGLG00000001172,ENSHGLG00000001172,,,,
ENSHGLG00000001198,ENSHGLG00000001198,,,,
OR5K4,ENSHGLG00000001293,,,,
ENSHGLG00000001380,ENSHGLG00000001380,,,,
CRYBG3,ENSHGLG00000001387,ENSG00000080200,CRYBG3,ENSMUSG00000022723,Crybg3
PCNP,ENSHGLG00000001415,,,,
ENSHGLG00000001452,ENSHGLG00000001452,,,,
ENSHGLG00000001483,ENSHGLG00000001483,,,,
CGGBP1,ENSHGLG00000001491,,,,
ZBTB11,ENSHGLG00000001683,ENSG00000066422,ZBTB11,ENSMUSG00000022601,Zbtb11
RPL24,ENSHGLG00000001765,,,,
ZNF654,ENSHGLG00000001844,ENSG00000175105,ZNF654,ENSMUSG00000047141,Zfp654
CLDND1,ENSHGLG00000001965,ENSG00000080822,CLDND1,ENSMUSG00000022744,Cldnd1
CEP97,ENSHGLG00000002015,,,,
CPOX,ENSHGLG00000002023,ENSG00000080819,CPOX,ENSMUSG00000022742,Cpox
ENSHGLG00000002275,ENSHGLG00000002275,,,,
C3orf38,ENSHGLG00000002435,ENSG00000179021,C3orf38,ENSMUSG00000059920,4930453N24Rik
ENSHGLG00000002445,ENSHGLG00000002445,,,,
ENSHGLG00000002460,ENSHGLG00000002460,,,,
ENSHGLG00000002474,ENSHGLG00000002474,,,,
ENSHGLG00000002566,ENSHGLG00000002566,ENSG00000064225,ST3GAL6,ENSMUSG00000022747,St3gal6
ST3GAL6,ENSHGLG00000002676,,,,
ABI3BP,ENSHGLG00000002717,ENSG00000154175,ABI3BP,ENSMUSG00000035258,Abi3bp
ENSHGLG00000002788,ENSHGLG00000002788,,,,
CADM2,ENSHGLG00000002905,,,ENSMUSG00000064115,Cadm2
TBC1D23,ENSHGLG00000003046,ENSG00000036054,TBC1D23,ENSMUSG00000022749,Tbc1d23
ENSHGLG00000003242,ENSHGLG00000003242,,,,
ENSHGLG00000003270,ENSHGLG00000003270,,,,
ENSHGLG00000003293,ENSHGLG00000003293,,,,
ENSHGLG00000003328,ENSHGLG00000003328,,,,
ENSHGLG00000003357,ENSHGLG00000003357,,,,
EPHA3,ENSHGLG00000003586,ENSG00000044524,EPHA3,ENSMUSG00000052504,Epha3
ENSHGLG00000003775,ENSHGLG00000003775,,,,
NIT2,ENSHGLG00000003817,ENSG00000114021,NIT2,ENSMUSG00000022751,Nit2
ENSHGLG00000003841,ENSHGLG00000003841,,,,
ARL13B,ENSHGLG00000003881,ENSG00000169379,ARL13B,ENSMUSG00000022911,Arl13b
SENP7,ENSHGLG00000003974,,,ENSMUSG00000052917,Senp7
TOMM70,ENSHGLG00000004139,ENSG00000154174,TOMM70,ENSMUSG00000022752,Tomm70a
ENSHGLG00000004911,ENSHGLG00000004911,,,,
ENSHGLG00000005342,ENSHGLG00000005342,,,,
STX19,ENSHGLG00000005531,,,,
TMEM45A,ENSHGLG00000005643,ENSG00000181458,TMEM45A,ENSMUSG00000022754,Tmem45a
NSUN3,ENSHGLG00000006224,ENSG00000178694,NSUN3,ENSMUSG00000050312,Nsun3
IMPG2,ENSHGLG00000006284,,,ENSMUSG00000035270,Impg2
ENSHGLG00000006361,ENSHGLG00000006361,,,,
ENSHGLG00000006730,ENSHGLG00000006730,,,,
ENSHGLG00000008305,ENSHGLG00000008305,,,,
TFG,ENSHGLG00000008981,ENSG00000114354,TFG,ENSMUSG00000022757,Tfg
NXPE3,ENSHGLG00000011899,ENSG00000144815,NXPE3,ENSMUSG00000075033,Nxpe3
ENSHGLG00000011915,ENSHGLG00000011915,,,,
EPHA6,ENSHGLG00000012887,ENSG00000080224,EPHA6,ENSMUSG00000055540,Epha6
ENSHGLG00000013160,ENSHGLG00000013160,,,,
ENSHGLG00000014627,ENSHGLG00000014627,,,ENSMUSG00000022753,Tmem30c
ENSHGLG00000014991,ENSHGLG00000014991,,,,
ENSHGLG00000019476,ENSHGLG00000019476,,,,
CMSS1,ENSHGLG00000019481,ENSG00000184220,CMSS1,ENSMUSG00000022748,Cmss1
ENSHGLG00000019488,ENSHGLG00000019488,,,,
ZPLD1,ENSHGLG00000019492,,,ENSMUSG00000064310,Zpld1
ADGRG7,ENSHGLG00000019585,ENSG00000144820,ADGRG7,ENSMUSG00000022755,Adgrg7
NFKBIZ,ENSHGLG00000019593,ENSG00000144802,NFKBIZ,ENSMUSG00000035356,Nfkbiz
COL8A1,ENSHGLG00000019607,,,ENSMUSG00000068196,Col8a1
ENSHGLG00000019611,ENSHGLG00000019611,,,,
ENSHGLG00000019612,ENSHGLG00000019612,,,,
ENSHGLG00000019614,ENSHGLG00000019614,ENSG00000168386,FILIP1L,ENSMUSG00000043336,Filip1l
TRMT10C,ENSHGLG00000019767,,,,
GPR15,ENSHGLG00000019852,ENSG00000154165,GPR15,ENSMUSG00000047293,Gpr15
HTR1F,ENSHGLG00000019939,,,,
ENSHGLG00000020042,ENSHGLG00000020042,,,,
OR5K3,ENSHGLG00000020223,,,,
ENSHGLG00000020245,ENSHGLG00000020245,,,,
ENSHGLG00000020330,ENSHGLG00000020330,,,,
ENSHGLG00000020359,ENSHGLG00000020359,,,,
INMT,ENSHGLG00000003382,,,,
PODXL,ENSHGLG00000003426,,,,
CPA4,ENSHGLG00000003441,ENSG00000128510,CPA4,ENSMUSG00000039070,Cpa4
GCC1,ENSHGLG00000003475,,,,
SLC35B4,ENSHGLG00000003491,,,,
SND1,ENSHGLG00000003618,ENSG00000197157,SND1,ENSMUSG00000001424,Snd1
ZNF800,ENSHGLG00000003680,ENSG00000048405,ZNF800,ENSMUSG00000039841,Zfp800
ENSHGLG00000003703,ENSHGLG00000003703,,,,
ENSHGLG00000003773,ENSHGLG00000003773,,,,
ATP6V1FNB,ENSHGLG00000003789,,,,
STRIP2,ENSHGLG00000003806,ENSG00000128578,STRIP2,ENSMUSG00000039629,Strip2
LMOD2,ENSHGLG00000003814,ENSG00000170807,LMOD2,ENSMUSG00000029683,Lmod2
IMPDH1,ENSHGLG00000003834,,,,
KLHDC10,ENSHGLG00000003888,,,,
POT1,ENSHGLG00000003954,,,,
ENSHGLG00000004063,ENSHGLG00000004063,,,,
ENSHGLG00000004084,ENSHGLG00000004084,,,,
SMO,ENSHGLG00000004118,ENSG00000128602,SMO,ENSMUSG00000001761,Smo
ASB15,ENSHGLG00000004129,ENSG00000146809,ASB15,ENSMUSG00000029685,Asb15
MKLN1,ENSHGLG00000004137,ENSG00000128585,MKLN1,ENSMUSG00000025609,Mkln1
NEUROD6,ENSHGLG00000004147,,,,
ENSHGLG00000004200,ENSHGLG00000004200,,,,
CPA2,ENSHGLG00000004207,ENSG00000158516,CPA2,ENSMUSG00000071553,Cpa2
GRM8,ENSHGLG00000004223,,,,
LRRC4,ENSHGLG00000004237,ENSG00000128594,LRRC4,ENSMUSG00000049939,Lrrc4
MINDY4,ENSHGLG00000004247,ENSG00000106125,MINDY4,ENSMUSG00000038022,Mindy4
ATP6V1F,ENSHGLG00000004290,,,,
GPR37,ENSHGLG00000004318,,,,
EXOC4,ENSHGLG00000004322,,,ENSMUSG00000029763,Exoc4
TNPO3,ENSHGLG00000004463,ENSG00000064419,TNPO3,ENSMUSG00000012535,Tnpo3
TSPAN33,ENSHGLG00000004629,ENSG00000158457,TSPAN33,ENSMUSG00000001763,Tspan33
PAX4,ENSHGLG00000004644,ENSG00000106331,PAX4,ENSMUSG00000029706,Pax4
PRRT4,ENSHGLG00000004653,ENSG00000224940,PRRT4,ENSMUSG00000079654,Prrt4
ENSHGLG00000005021,ENSHGLG00000005021,,,,
ZC3HC1,ENSHGLG00000005085,ENSG00000091732,ZC3HC1,ENSMUSG00000039130,Zc3hc1
SSMEM1,ENSHGLG00000005378,ENSG00000165120,SSMEM1,ENSMUSG00000029784,Ssmem1
RBM28,ENSHGLG00000005409,ENSG00000106344,RBM28,ENSMUSG00000029701,Rbm28
NDUFA5,ENSHGLG00000005410,,,,
ADCYAP1R1,ENSHGLG00000005424,ENSG00000078549,ADCYAP1R1,ENSMUSG00000029778,Adcyap1r1
ENSHGLG00000005551,ENSHGLG00000005551,,,,
AQP1,ENSHGLG00000005724,,,,
ENSHGLG00000005738,ENSHGLG00000005738,,,,
ENSHGLG00000005743,ENSHGLG00000005743,,,,
ENSHGLG00000005761,ENSHGLG00000005761,,,,
ITPRID1,ENSHGLG00000005782,ENSG00000180347,ITPRID1,ENSMUSG00000037973,Itprid1
NRF1,ENSHGLG00000005939,ENSG00000106459,NRF1,ENSMUSG00000058440,Nrf1
GLYATL3,ENSHGLG00000006043,,,,
FEZF1,ENSHGLG00000006102,ENSG00000128610,FEZF1,ENSMUSG00000029697,Fezf1
ENSHGLG00000006121,ENSHGLG00000006121,,,,
SPAM1,ENSHGLG00000006133,ENSG00000106304,SPAM1,,
AASS,ENSHGLG00000006193,ENSG00000008311,AASS,ENSMUSG00000029695,Aass
ENSHGLG00000006403,ENSHGLG00000006403,,,,
FSCN3,ENSHGLG00000006438,ENSG00000106328,FSCN3,ENSMUSG00000029707,Fscn3
ENSHGLG00000006757,ENSHGLG00000006757,,,,
ENSHGLG00000006801,ENSHGLG00000006801,,,,
HYAL4,ENSHGLG00000006867,,,,
ENSHGLG00000006890,ENSHGLG00000006890,,,,
TSGA13,ENSHGLG00000006896,ENSG00000213265,TSGA13,ENSMUSG00000039032,Tsga13
ENSHGLG00000007144,ENSHGLG00000007144,,,,
ENSHGLG00000007161,ENSHGLG00000007161,,,,
TMEM209,ENSHGLG00000007175,ENSG00000146842,TMEM209,ENSMUSG00000029782,Tmem209
IQUB,ENSHGLG00000007200,ENSG00000164675,IQUB,ENSMUSG00000046192,Iqub
COPG2,ENSHGLG00000007223,,,ENSMUSG00000025607,Copg2
RNF133,ENSHGLG00000007299,,,,
ARF5,ENSHGLG00000007494,ENSG00000004059,ARF5,ENSMUSG00000020440,Arf5
ENSHGLG00000007500,ENSHGLG00000007500,,,,
ENSHGLG00000007516,ENSHGLG00000007516,,,ENSMUSG00000029679,Hyal6
UBE2H,ENSHGLG00000007528,,,,
AHCYL2,ENSHGLG00000007569,ENSG00000158467,AHCYL2,ENSMUSG00000029772,Ahcyl2
PTPRZ1,ENSHGLG00000007675,ENSG00000106278,PTPRZ1,ENSMUSG00000068748,Ptprz1
GHRHR,ENSHGLG00000007773,,,,
FLNC,ENSHGLG00000007789,ENSG00000128591,FLNC,ENSMUSG00000068699,Flnc
LEP,ENSHGLG00000007827,,,,
CPED1,ENSHGLG00000007984,ENSG00000106034,CPED1,ENSMUSG00000062980,Cped1
CPA5,ENSHGLG00000007985,ENSG00000158525,CPA5,ENSMUSG00000029788,Cpa5
IRF5,ENSHGLG00000008448,ENSG00000128604,IRF5,ENSMUSG00000029771,Irf5
WASL,ENSHGLG00000008493,ENSG00000106299,WASL,ENSMUSG00000029684,Wasl
ING3,ENSHGLG00000008632,,,,
CENPQ,ENSHGLG00000009099,,,,
MEST,ENSHGLG00000009652,ENSG00000106484,MEST,ENSMUSG00000051855,Mest
ENSHGLG00000009920,ENSHGLG00000009920,,,,
TSPAN12,ENSHGLG00000009931,ENSG00000106025,TSPAN12,ENSMUSG00000029669,Tspan12
AKR1B1,ENSHGLG00000010140,,,ENSMUSG00000001642,Akr1b1
KCND2,ENSHGLG00000010555,ENSG00000184408,KCND2,ENSMUSG00000060882,Kcnd2
ENSHGLG00000010818,ENSHGLG00000010818,ENSG00000128596,CCDC136,ENSMUSG00000029769,Ccdc136
ENSHGLG00000010919,ENSHGLG00000010919,,,,
OPN1SW,ENSHGLG00000012102,ENSG00000128617,OPN1SW,ENSMUSG00000058831,Opn1sw
PPP1R17,ENSHGLG00000012980,,,,
HILPDA,ENSHGLG00000013002,,,,
CHCHD3,ENSHGLG00000013082,,,,
WNT16,ENSHGLG00000013147,,,,
GARIN1A,ENSHGLG00000013393,ENSG00000205085,GARIN1A,ENSMUSG00000079652,Garin1a
ENSHGLG00000013458,ENSHGLG00000013458,,,,
ENSHGLG00000014595,ENSHGLG00000014595,,,,
ENSHGLG00000014700,ENSHGLG00000014700,,,,
GARIN1B,ENSHGLG00000014946,ENSG00000135248,GARIN1B,ENSMUSG00000039742,Garin1b
PLXNA4,ENSHGLG00000015106,ENSG00000221866,PLXNA4,ENSMUSG00000029765,Plxna4
PDE1C,ENSHGLG00000015158,,,ENSMUSG00000004347,Pde1c
ENSHGLG00000015805,ENSHGLG00000015805,,,,
CPA1,ENSHGLG00000015959,ENSG00000091704,CPA1,ENSMUSG00000054446,Cpa1
ENSHGLG00000017204,ENSHGLG00000017204,ENSG00000128595,CALU,ENSMUSG00000029767,Calu
ENSHGLG00000017607,ENSHGLG00000017607,,,,
CADPS2,ENSHGLG00000017751,ENSG00000081803,CADPS2,ENSMUSG00000017978,Cadps2
CEP41,ENSHGLG00000018237,ENSG00000106477,CEP41,ENSMUSG00000029790,Cep41
FAM3C,ENSHGLG00000019063,,,,
SLC13A1,ENSHGLG00000019390,ENSG00000081800,SLC13A1,ENSMUSG00000029700,Slc13a1
KLF14,ENSHGLG00000020618,ENSG00000266265,KLF14,ENSMUSG00000073209,Klf14
TMEM229A,ENSHGLG00000020689,,,,
ESR1,ENSHGLG00000001873,ENSG00000091831,ESR1,ENSMUSG00000019768,Esr1
SNX9,ENSHGLG00000002011,ENSG00000130340,SNX9,ENSMUSG00000002365,Snx9
TFB1M,ENSHGLG00000002028,,,ENSMUSG00000036983,Tfb1m
ENSHGLG00000002212,ENSHGLG00000002212,,,,
ENSHGLG00000002243,ENSHGLG00000002243,,,,
TIAM2,ENSHGLG00000002352,ENSG00000146426,TIAM2,ENSMUSG00000023800,Tiam2
CCDC170,ENSHGLG00000002356,ENSG00000120262,CCDC170,ENSMUSG00000019767,Ccdc170
ADGB,ENSHGLG00000002386,,,,
ENSHGLG00000002442,ENSHGLG00000002442,,,,
MPC1,ENSHGLG00000002493,,,,
T,ENSHGLG00000002638,ENSG00000164458,TBXT,ENSMUSG00000062327,T
ENSHGLG00000002675,ENSHGLG00000002675,,,,
UNC93A,ENSHGLG00000002718,,,,
ENSHGLG00000002737,ENSHGLG00000002737,,,,
ENSHGLG00000002800,ENSHGLG00000002800,,,,
SAMD5,ENSHGLG00000002842,,,,
ENSHGLG00000002878,ENSHGLG00000002878,,,,
SFT2D1,ENSHGLG00000002919,ENSG00000198818,SFT2D1,,
ENSHGLG00000002921,ENSHGLG00000002921,,,,
ENSHGLG00000002951,ENSHGLG00000002951,,,,
ENSHGLG00000002987,ENSHGLG00000002987,,,,
ENSHGLG00000003074,ENSHGLG00000003074,,,,
ENSHGLG00000003082,ENSHGLG00000003082,,,,
ENSHGLG00000003201,ENSHGLG00000003201,,,,
MTRF1L,ENSHGLG00000003207,,,ENSMUSG00000019774,Mtrf1l
ENSHGLG00000003250,ENSHGLG00000003250,,,,
KATNA1,ENSHGLG00000003287,ENSG00000186625,KATNA1,ENSMUSG00000019794,Katna1
ENSHGLG00000003375,ENSHGLG00000003375,,,,
RPS6KA2,ENSHGLG00000003392,ENSG00000071242,RPS6KA2,ENSMUSG00000023809,Rps6ka2
ENSHGLG00000003423,ENSHGLG00000003423,,,,
FBXO5,ENSHGLG00000003460,,,,
ENSHGLG00000003504,ENSHGLG00000003504,,,,
PLEKHG1,ENSHGLG00000003505,,,,
ZDHHC14,ENSHGLG00000003530,ENSG00000175048,ZDHHC14,ENSMUSG00000034265,Zdhhc14
